name,degree,degree_centrality
saddler,43,0.019325842696629215
bethewater,52,0.023370786516853932
shoemaker,43,0.019325842696629215
fisher,43,0.019325842696629215
basylden,52,0.023370786516853932
fyssher,106,0.04764044943820225
tristram,52,0.023370786516853932
okle,52,0.023370786516853932
schawe,58,0.02606741573033708
warbulton,52,0.023370786516853932
sadeler,58,0.02606741573033708
wever,106,0.04764044943820225
shorley,43,0.019325842696629215
boughton,52,0.023370786516853932
piper,43,0.019325842696629215
ekele,16,0.0071910112359550565
bolde,29,0.01303370786516854
lugge,16,0.0071910112359550565
tyler,132,0.059325842696629216
malese,16,0.0071910112359550565
shuley,16,0.0071910112359550565
belle,35,0.015730337078651686
goolde,35,0.015730337078651686
samyell,35,0.015730337078651686
lauynder,35,0.015730337078651686
bekele,35,0.015730337078651686
calofe,35,0.015730337078651686
wellywyghe,12,0.005393258426966292
wolston,12,0.005393258426966292
chambre,53,0.023820224719101123
carnek,12,0.005393258426966292
hunte,64,0.028764044943820226
holand,12,0.005393258426966292
aysshelegh,12,0.005393258426966292
miles,15,0.006741573033707865
hamalyn,25,0.011235955056179775
simond,30,0.01348314606741573
willeam,25,0.011235955056179775
yen,25,0.011235955056179775
hardones,25,0.011235955056179775
hyht,25,0.011235955056179775
sesse,25,0.011235955056179775
shanke,25,0.011235955056179775
taylor,35,0.015730337078651686
coyrde,25,0.011235955056179775
brown,27,0.012134831460674157
hamelyn,81,0.03640449438202247
herlord,25,0.011235955056179775
pryns,25,0.011235955056179775
shoye,25,0.011235955056179775
welywroght,3,0.001348314606741573
holland,3,0.001348314606741573
harry,154,0.06921348314606741
maddock,12,0.005393258426966292
morland,12,0.005393258426966292
bynneford,12,0.005393258426966292
lasull,12,0.005393258426966292
rege,12,0.005393258426966292
madek,12,0.005393258426966292
pendany,12,0.005393258426966292
trewyne,2,0.0008988764044943821
coventry,15,0.006741573033707865
baxter,58,0.02606741573033708
mudde,3,0.001348314606741573
techemerssh,2,0.0008988764044943821
vynche,25,0.011235955056179775
wilkes,4,0.0017977528089887641
twellod,4,0.0017977528089887641
skinner,51,0.02292134831460674
geuden,2,0.0008988764044943821
swadall,4,0.0017977528089887641
marshal,4,0.0017977528089887641
letter,2,0.0008988764044943821
adams,2,0.0008988764044943821
ransey,2,0.0008988764044943821
derby,25,0.011235955056179775
heyron,6,0.002696629213483146
leget,5,0.0022471910112359553
plumer,5,0.0022471910112359553
fondon,2,0.0008988764044943821
hertilpole,2,0.0008988764044943821
axby,2,0.0008988764044943821
nicholson,4,0.0017977528089887641
donne,4,0.0017977528089887641
bole,3,0.001348314606741573
frensh,2,0.0008988764044943821
blackburn,9,0.004044943820224719
cotes,11,0.004943820224719102
hatel,9,0.004044943820224719
deraunt,9,0.004044943820224719
dorset,3,0.001348314606741573
stokeland,3,0.001348314606741573
sawyer,59,0.02651685393258427
gyser,3,0.001348314606741573
broune,9,0.004044943820224719
tresser,9,0.004044943820224719
tadmyle,9,0.004044943820224719
brone,9,0.004044943820224719
ggoke,9,0.004044943820224719
noreys,2,0.0008988764044943821
frogman,2,0.0008988764044943821
dederic,2,0.0008988764044943821
barnesdon,2,0.0008988764044943821
aleygh,10,0.0044943820224719105
michell,19,0.00853932584269663
gate,10,0.0044943820224719105
frayst,10,0.0044943820224719105
bonde,16,0.0071910112359550565
miller,10,0.0044943820224719105
hians,2,0.0008988764044943821
gamon,4,0.0017977528089887641
robard,3,0.001348314606741573
cave,3,0.001348314606741573
bowdbury,3,0.001348314606741573
bowbury,3,0.001348314606741573
chamberleyn,8,0.0035955056179775282
andrew,22,0.009887640449438203
devyne,8,0.0035955056179775282
galey,9,0.004044943820224719
ashby,9,0.004044943820224719
forteyne,9,0.004044943820224719
potefford,6,0.002696629213483146
dese,20,0.008988764044943821
huchyns,14,0.006292134831460674
hane,14,0.006292134831460674
dynghill,14,0.006292134831460674
mergery,14,0.006292134831460674
banebery,14,0.006292134831460674
wilson,24,0.010786516853932584
wawson,5,0.0022471910112359553
swete,5,0.0022471910112359553
lenthall,8,0.0035955056179775282
lent,8,0.0035955056179775282
bryce,8,0.0035955056179775282
dutchman,18,0.008089887640449439
herman,12,0.005393258426966292
pol,5,0.0022471910112359553
tuner,5,0.0022471910112359553
sewall,5,0.0022471910112359553
thowe,6,0.002696629213483146
osberne,6,0.002696629213483146
perardr,2,0.0008988764044943821
coydon,4,0.0017977528089887641
adeam,4,0.0017977528089887641
rotheley,4,0.0017977528089887641
goldsmith,4,0.0017977528089887641
cleypole,2,0.0008988764044943821
blakwyn,2,0.0008988764044943821
berneville,2,0.0008988764044943821
gerueys,4,0.0017977528089887641
roper,14,0.006292134831460674
drayte,2,0.0008988764044943821
rawlyns,5,0.0022471910112359553
bernard,21,0.009438202247191012
hasard,33,0.014831460674157304
spurner,3,0.001348314606741573
russell,1,0.00044943820224719103
gregory,25,0.011235955056179775
weley,5,0.0022471910112359553
burgon,5,0.0022471910112359553
baywell,2,0.0008988764044943821
pale,2,0.0008988764044943821
wytheley,3,0.001348314606741573
fox,3,0.001348314606741573
gryffen,2,0.0008988764044943821
coket,2,0.0008988764044943821
glasyer,6,0.002696629213483146
gryffon,6,0.002696629213483146
turburvy,6,0.002696629213483146
kenton,51,0.02292134831460674
sherman,76,0.03415730337078652
pusle,5,0.0022471910112359553
purser,7,0.003146067415730337
haleday,7,0.003146067415730337
auche,24,0.010786516853932584
launche,24,0.010786516853932584
mounce,24,0.010786516853932584
logham,24,0.010786516853932584
geran,24,0.010786516853932584
tuns,24,0.010786516853932584
cham,24,0.010786516853932584
wise,24,0.010786516853932584
geram,24,0.010786516853932584
mylys,29,0.01303370786516854
moys,24,0.010786516853932584
hela,24,0.010786516853932584
tryner,19,0.00853932584269663
tutte,27,0.012134831460674157
foty,19,0.00853932584269663
brydport,19,0.00853932584269663
fydeler,19,0.00853932584269663
pole,19,0.00853932584269663
fogdon,19,0.00853932584269663
norman,19,0.00853932584269663
whitehede,19,0.00853932584269663
reue,19,0.00853932584269663
pocok,19,0.00853932584269663
netelcombe,8,0.0035955056179775282
flecher,8,0.0035955056179775282
dunster,8,0.0035955056179775282
bowyer,8,0.0035955056179775282
more,63,0.028314606741573035
morgan,140,0.06292134831460675
sylcock,4,0.0017977528089887641
clyns,4,0.0017977528089887641
sullyng,6,0.002696629213483146
pyne,34,0.015280898876404495
rose,61,0.027415730337078652
clyppes,4,0.0017977528089887641
bokkyng,4,0.0017977528089887641
irton,4,0.0017977528089887641
pley,9,0.004044943820224719
wadeswyke,9,0.004044943820224719
clopton,9,0.004044943820224719
dunstell,9,0.004044943820224719
moylyn,9,0.004044943820224719
knappe,3,0.001348314606741573
hendry,2,0.0008988764044943821
warin,4,0.0017977528089887641
trageny,3,0.001348314606741573
cregeny,3,0.001348314606741573
aulescombe,10,0.0044943820224719105
honyton,10,0.0044943820224719105
devon,15,0.006741573033707865
tyverton,10,0.0044943820224719105
tottecombe,10,0.0044943820224719105
lockyer,10,0.0044943820224719105
hute,10,0.0044943820224719105
brydde,2,0.0008988764044943821
ragan,2,0.0008988764044943821
cregny,3,0.001348314606741573
lynde,38,0.01707865168539326
hoper,97,0.04359550561797753
hope,26,0.011685393258426966
rypey,5,0.0022471910112359553
perfray,4,0.0017977528089887641
stede,5,0.0022471910112359553
saxton,4,0.0017977528089887641
slek,4,0.0017977528089887641
hytecote,2,0.0008988764044943821
matilda,9,0.004044943820224719
spetheley,2,0.0008988764044943821
lynne,2,0.0008988764044943821
daniel,5,0.0022471910112359553
dowbyggyng,5,0.0022471910112359553
thakker,8,0.0035955056179775282
akehorne,8,0.0035955056179775282
alsebroke,8,0.0035955056179775282
brossop,8,0.0035955056179775282
gressop,8,0.0035955056179775282
sclater,4,0.0017977528089887641
brokyng,2,0.0008988764044943821
tylam,2,0.0008988764044943821
harryes,62,0.027865168539325844
blakemore,30,0.01348314606741573
leyne,30,0.01348314606741573
pypell,30,0.01348314606741573
stradelyng,30,0.01348314606741573
tytecole,30,0.01348314606741573
ianyn,34,0.015280898876404495
galant,30,0.01348314606741573
leman,30,0.01348314606741573
oterham,30,0.01348314606741573
gardener,33,0.014831460674157304
antony,30,0.01348314606741573
lenaker,4,0.0017977528089887641
alexander,59,0.02651685393258427
kyngeston,4,0.0017977528089887641
brigger,2,0.0008988764044943821
broup,3,0.001348314606741573
ederyche,6,0.002696629213483146
maryot,46,0.02067415730337079
gderyche,6,0.002696629213483146
soper,6,0.002696629213483146
tebbe,6,0.002696629213483146
cosfe,6,0.002696629213483146
benfeld,6,0.002696629213483146
burbage,5,0.0022471910112359553
sylke,5,0.0022471910112359553
ryngnam,5,0.0022471910112359553
gwyn,8,0.0035955056179775282
roceus,8,0.0035955056179775282
ward,8,0.0035955056179775282
fannacon,8,0.0035955056179775282
bothe,10,0.0044943820224719105
tykhill,8,0.0035955056179775282
basard,2,0.0008988764044943821
lacford,2,0.0008988764044943821
austyn,42,0.018876404494382024
thomyll,2,0.0008988764044943821
fareman,2,0.0008988764044943821
maurice,5,0.0022471910112359553
clyve,5,0.0022471910112359553
benet,61,0.027415730337078652
leke,16,0.0071910112359550565
ratylsden,16,0.0071910112359550565
cowell,16,0.0071910112359550565
heynes,16,0.0071910112359550565
sporle,16,0.0071910112359550565
seynham,16,0.0071910112359550565
stampyn,16,0.0071910112359550565
brewer,22,0.009887640449438203
whithchurgh,25,0.011235955056179775
holmehege,25,0.011235955056179775
glasier,25,0.011235955056179775
gater,36,0.016179775280898877
wely,25,0.011235955056179775
lange,27,0.012134831460674157
hengscote,25,0.011235955056179775
dobyn,25,0.011235955056179775
shuter,25,0.011235955056179775
batyn,25,0.011235955056179775
forde,25,0.011235955056179775
hooker,25,0.011235955056179775
baillif,49,0.02202247191011236
borewlygh,5,0.0022471910112359553
holnehe,5,0.0022471910112359553
gille,5,0.0022471910112359553
hetersete,6,0.002696629213483146
noweman,6,0.002696629213483146
bartholomew,6,0.002696629213483146
petre,6,0.002696629213483146
wemeden,3,0.001348314606741573
aylmer,2,0.0008988764044943821
barry,41,0.018426966292134833
gruff,14,0.006292134831460674
juos,14,0.006292134831460674
lewis,177,0.07955056179775281
lode,14,0.006292134831460674
gruffyn,14,0.006292134831460674
griffith,137,0.06157303370786517
ieuan,27,0.012134831460674157
lodewick,14,0.006292134831460674
bynon,14,0.006292134831460674
madoc,78,0.0350561797752809
madgrum,14,0.006292134831460674
brylley,14,0.006292134831460674
vrylley,14,0.006292134831460674
gotowe,4,0.0017977528089887641
wyth,4,0.0017977528089887641
elelde,4,0.0017977528089887641
elace,4,0.0017977528089887641
rosser,95,0.04269662921348315
whiter,5,0.0022471910112359553
wynne,8,0.0035955056179775282
scot,11,0.004943820224719102
toffay,8,0.0035955056179775282
wyrethorp,2,0.0008988764044943821
castelmartin,2,0.0008988764044943821
stanes,2,0.0008988764044943821
westamley,2,0.0008988764044943821
hurlock,6,0.002696629213483146
leynham,6,0.002696629213483146
pycard,5,0.0022471910112359553
steyner,8,0.0035955056179775282
goodway,8,0.0035955056179775282
wauer,21,0.009438202247191012
walsshe,13,0.005842696629213483
heyward,13,0.005842696629213483
haseley,21,0.009438202247191012
philpot,21,0.009438202247191012
kurkham,13,0.005842696629213483
suell,13,0.005842696629213483
code,6,0.002696629213483146
whitlock,3,0.001348314606741573
byles,3,0.001348314606741573
oluere,3,0.001348314606741573
dean,3,0.001348314606741573
pauls,3,0.001348314606741573
coluyle,2,0.0008988764044943821
philipot,16,0.0071910112359550565
bull,16,0.0071910112359550565
swell,16,0.0071910112359550565
sull,16,0.0071910112359550565
snell,21,0.009438202247191012
kirkham,16,0.0071910112359550565
davers,16,0.0071910112359550565
york,5,0.0022471910112359553
archbishop,2,0.0008988764044943821
wodehale,5,0.0022471910112359553
levyng,6,0.002696629213483146
bruenell,5,0.0022471910112359553
lowkyn,6,0.002696629213483146
tyst,6,0.002696629213483146
peris,6,0.002696629213483146
blowe,21,0.009438202247191012
roo,32,0.014382022471910113
moore,99,0.04449438202247191
wroghton,4,0.0017977528089887641
dauntesey,6,0.002696629213483146
uffenham,6,0.002696629213483146
flore,2,0.0008988764044943821
crofford,5,0.0022471910112359553
mekefeld,7,0.003146067415730337
hill,13,0.005842696629213483
wuly,7,0.003146067415730337
willy,7,0.003146067415730337
osithe,1,0.00044943820224719103
wyndham,6,0.002696629213483146
grandon,6,0.002696629213483146
conyers,6,0.002696629213483146
cosard,2,0.0008988764044943821
godewyn,2,0.0008988764044943821
hawes,4,0.0017977528089887641
seyntlo,4,0.0017977528089887641
styrop,4,0.0017977528089887641
gay,5,0.0022471910112359553
hertyshorne,5,0.0022471910112359553
grey,47,0.02112359550561798
mortofte,11,0.004943820224719102
alford,2,0.0008988764044943821
vill,2,0.0008988764044943821
holdyche,6,0.002696629213483146
lord,6,0.002696629213483146
cobham,6,0.002696629213483146
hughes,3,0.001348314606741573
ultyng,3,0.001348314606741573
mors,3,0.001348314606741573
standrorp,3,0.001348314606741573
lynam,4,0.0017977528089887641
southwode,4,0.0017977528089887641
margerie,4,0.0017977528089887641
warbelton,2,0.0008988764044943821
morteyn,9,0.004044943820224719
drayton,12,0.005393258426966292
strong,12,0.005393258426966292
allerton,12,0.005393258426966292
reynell,7,0.003146067415730337
gryndolf,7,0.003146067415730337
robyns,7,0.003146067415730337
talbot,53,0.023820224719101123
poy,6,0.002696629213483146
newan,6,0.002696629213483146
sturgeon,5,0.0022471910112359553
trevantros,5,0.0022471910112359553
whalesburgh,5,0.0022471910112359553
lygh,2,0.0008988764044943821
baret,76,0.03415730337078652
gof,4,0.0017977528089887641
moysent,7,0.003146067415730337
nedeler,9,0.004044943820224719
peynter,7,0.003146067415730337
bruer,9,0.004044943820224719
stainer,4,0.0017977528089887641
fen,4,0.0017977528089887641
norwich,4,0.0017977528089887641
lacy,9,0.004044943820224719
taverham,9,0.004044943820224719
chapeleyn,9,0.004044943820224719
randolf,13,0.005842696629213483
pugton,31,0.013932584269662922
pugeon,31,0.013932584269662922
peny,31,0.013932584269662922
hawys,31,0.013932584269662922
rysyng,31,0.013932584269662922
gyrdyng,31,0.013932584269662922
collys,31,0.013932584269662922
sleston,31,0.013932584269662922
sheston,31,0.013932584269662922
hawe,86,0.03865168539325843
terman,31,0.013932584269662922
rysing,31,0.013932584269662922
stalon,31,0.013932584269662922
godwyn,31,0.013932584269662922
querdelyng,31,0.013932584269662922
keton,31,0.013932584269662922
moudsle,31,0.013932584269662922
walche,31,0.013932584269662922
pepyr,31,0.013932584269662922
shalton,3,0.001348314606741573
spenser,3,0.001348314606741573
tempest,4,0.0017977528089887641
johanson,4,0.0017977528089887641
manoyr,3,0.001348314606741573
askham,3,0.001348314606741573
george,2,0.0008988764044943821
sheriff,3,0.001348314606741573
baskervyle,3,0.001348314606741573
ambrose,14,0.006292134831460674
bette,14,0.006292134831460674
gefferey,15,0.006741573033707865
basset,18,0.008089887640449439
tanner,7,0.003146067415730337
calowe,6,0.002696629213483146
morth,4,0.0017977528089887641
tounley,3,0.001348314606741573
lambard,3,0.001348314606741573
lodbroke,2,0.0008988764044943821
hale,3,0.001348314606741573
lolle,5,0.0022471910112359553
heyne,5,0.0022471910112359553
lobell,4,0.0017977528089887641
gybunthorp,4,0.0017977528089887641
sondere,3,0.001348314606741573
sonder,3,0.001348314606741573
raundele,8,0.0035955056179775282
stryvener,3,0.001348314606741573
sener,3,0.001348314606741573
sever,3,0.001348314606741573
baron,98,0.04404494382022472
curteys,12,0.005393258426966292
welle,6,0.002696629213483146
bulke,5,0.0022471910112359553
regnald,3,0.001348314606741573
glade,3,0.001348314606741573
knollys,4,0.0017977528089887641
cupper,3,0.001348314606741573
slade,16,0.0071910112359550565
malder,2,0.0008988764044943821
hebbes,2,0.0008988764044943821
weleys,3,0.001348314606741573
archer,2,0.0008988764044943821
puttok,49,0.02202247191011236
netherfield,8,0.0035955056179775282
berkewey,8,0.0035955056179775282
waleys,2,0.0008988764044943821
denver,2,0.0008988764044943821
ponell,3,0.001348314606741573
wardehous,5,0.0022471910112359553
saxham,5,0.0022471910112359553
kylham,2,0.0008988764044943821
dennard,2,0.0008988764044943821
barker,37,0.01662921348314607
balney,3,0.001348314606741573
wikes,4,0.0017977528089887641
green,4,0.0017977528089887641
langhtonleynse,2,0.0008988764044943821
mortlake,5,0.0022471910112359553
frankes,5,0.0022471910112359553
wele,5,0.0022471910112359553
wyngfeld,8,0.0035955056179775282
bolyngeham,8,0.0035955056179775282
wython,3,0.001348314606741573
wythen,3,0.001348314606741573
tremeron,9,0.004044943820224719
tredrue,9,0.004044943820224719
rogan,9,0.004044943820224719
treveugnon,9,0.004044943820224719
ewer,12,0.005393258426966292
kington,12,0.005393258426966292
arnewode,12,0.005393258426966292
spencer,12,0.005393258426966292
togwell,9,0.004044943820224719
touker,9,0.004044943820224719
brymmore,9,0.004044943820224719
seward,4,0.0017977528089887641
curyt,4,0.0017977528089887641
haughton,2,0.0008988764044943821
rotley,3,0.001348314606741573
syngere,4,0.0017977528089887641
pete,4,0.0017977528089887641
hanwell,2,0.0008988764044943821
mory,8,0.0035955056179775282
typper,8,0.0035955056179775282
hille,108,0.04853932584269663
fitzwilliam,2,0.0008988764044943821
madowre,13,0.005842696629213483
couentre,13,0.005842696629213483
myles,13,0.005842696629213483
radclyff,16,0.0071910112359550565
radclyf,13,0.005842696629213483
whytechilde,13,0.005842696629213483
waryn,13,0.005842696629213483
whytechylde,13,0.005842696629213483
dowebyggyng,13,0.005842696629213483
dodekyng,13,0.005842696629213483
nowell,49,0.02202247191011236
beston,7,0.003146067415730337
rande,7,0.003146067415730337
arthur,7,0.003146067415730337
cowe,71,0.03191011235955056
beeston,48,0.021573033707865168
golecher,4,0.0017977528089887641
gylet,4,0.0017977528089887641
bukhorn,4,0.0017977528089887641
bisshop,4,0.0017977528089887641
whitborne,4,0.0017977528089887641
assyk,2,0.0008988764044943821
boston,8,0.0035955056179775282
tredergy,8,0.0035955056179775282
dndell,7,0.003146067415730337
baldewyn,7,0.003146067415730337
werley,4,0.0017977528089887641
fowlyng,6,0.002696629213483146
ralegh,8,0.0035955056179775282
crewes,8,0.0035955056179775282
unknown,3,0.001348314606741573
blakewyn,3,0.001348314606741573
boteler,9,0.004044943820224719
leeds,9,0.004044943820224719
eleman,9,0.004044943820224719
claynger,2,0.0008988764044943821
layner,3,0.001348314606741573
stret,9,0.004044943820224719
sawter,9,0.004044943820224719
steferton,9,0.004044943820224719
blakeswayn,3,0.001348314606741573
marke,5,0.0022471910112359553
plemayn,4,0.0017977528089887641
penros,4,0.0017977528089887641
laurens,4,0.0017977528089887641
blakeweyn,3,0.001348314606741573
scrapyn,37,0.01662921348314607
bron,37,0.01662921348314607
somer,49,0.02202247191011236
cromehall,37,0.01662921348314607
wattes,37,0.01662921348314607
hertlond,37,0.01662921348314607
wymond,37,0.01662921348314607
thacher,37,0.01662921348314607
kynde,37,0.01662921348314607
richardes,37,0.01662921348314607
spyre,37,0.01662921348314607
totteriche,37,0.01662921348314607
philipes,37,0.01662921348314607
pyper,37,0.01662921348314607
goodman,37,0.01662921348314607
weverlang,37,0.01662921348314607
paker,37,0.01662921348314607
koche,18,0.008089887640449439
wilcotes,18,0.008089887640449439
hillier,18,0.008089887640449439
alion,18,0.008089887640449439
burnham,18,0.008089887640449439
alured,18,0.008089887640449439
fyner,18,0.008089887640449439
whitemay,18,0.008089887640449439
whitechurche,19,0.00853932584269663
petyrton,19,0.00853932584269663
vyncent,19,0.00853932584269663
wotton,19,0.00853932584269663
tailour,75,0.033707865168539325
blethyn,19,0.00853932584269663
louell,19,0.00853932584269663
syteyn,19,0.00853932584269663
torney,19,0.00853932584269663
calpoll,11,0.004943820224719102
wexmaker,11,0.004943820224719102
cosyn,12,0.005393258426966292
newland,12,0.005393258426966292
bewshyn,8,0.0035955056179775282
watkyns,8,0.0035955056179775282
wyllyams,8,0.0035955056179775282
wynslawe,8,0.0035955056179775282
mayn,8,0.0035955056179775282
graunt,2,0.0008988764044943821
keteryng,16,0.0071910112359550565
tonok,16,0.0071910112359550565
merden,22,0.009887640449438203
belamy,16,0.0071910112359550565
tomok,16,0.0071910112359550565
croke,16,0.0071910112359550565
gon,16,0.0071910112359550565
fowling,7,0.003146067415730337
hosman,7,0.003146067415730337
pype,27,0.012134831460674157
roche,27,0.012134831460674157
wattys,32,0.014382022471910113
hulcotes,27,0.012134831460674157
faryndon,24,0.010786516853932584
henton,24,0.010786516853932584
wantynge,24,0.010786516853932584
mercham,24,0.010786516853932584
bercote,24,0.010786516853932584
north,24,0.010786516853932584
rogger,24,0.010786516853932584
abendon,24,0.010786516853932584
pusey,36,0.016179775280898877
henxey,24,0.010786516853932584
chepyng,24,0.010786516853932584
bailly,24,0.010786516853932584
mayte,39,0.01752808988764045
harecourt,61,0.027415730337078652
wykes,61,0.027415730337078652
multon,61,0.027415730337078652
bradshawe,61,0.027415730337078652
walssheman,61,0.027415730337078652
mayne,61,0.027415730337078652
aphowell,39,0.01752808988764045
kelow,61,0.027415730337078652
horys,39,0.01752808988764045
dyker,61,0.027415730337078652
statham,39,0.01752808988764045
anneys,39,0.01752808988764045
stokeman,61,0.027415730337078652
pathenham,39,0.01752808988764045
gatacre,61,0.027415730337078652
hogges,61,0.027415730337078652
harcourt,61,0.027415730337078652
kaye,39,0.01752808988764045
spede,61,0.027415730337078652
weuer,39,0.01752808988764045
somerby,61,0.027415730337078652
bastar,39,0.01752808988764045
wodam,52,0.023370786516853932
payne,47,0.02112359550561798
haye,47,0.02112359550561798
howell,108,0.04853932584269663
eyensham,47,0.02112359550561798
staunton,47,0.02112359550561798
courser,47,0.02112359550561798
whitney,47,0.02112359550561798
statheham,47,0.02112359550561798
hoggeys,47,0.02112359550561798
fulbroke,47,0.02112359550561798
bampton,82,0.036853932584269666
idbury,47,0.02112359550561798
oxon,47,0.02112359550561798
eynesham,47,0.02112359550561798
langley,47,0.02112359550561798
shirford,47,0.02112359550561798
ostler,45,0.020224719101123598
walton,51,0.02292134831460674
hakon,45,0.020224719101123598
prouse,45,0.020224719101123598
berle,45,0.020224719101123598
panere,45,0.020224719101123598
lunsdale,45,0.020224719101123598
heerde,45,0.020224719101123598
woodburn,45,0.020224719101123598
herdgrome,45,0.020224719101123598
sewale,45,0.020224719101123598
vincent,45,0.020224719101123598
byngley,45,0.020224719101123598
saunford,45,0.020224719101123598
lewes,45,0.020224719101123598
staunford,45,0.020224719101123598
radcliffe,45,0.020224719101123598
conesby,45,0.020224719101123598
melford,45,0.020224719101123598
molton,4,0.0017977528089887641
strode,2,0.0008988764044943821
mariner,5,0.0022471910112359553
clayson,5,0.0022471910112359553
antwerp,5,0.0022471910112359553
skypper,5,0.0022471910112359553
brabant,5,0.0022471910112359553
edmunds,3,0.001348314606741573
wynwyk,2,0.0008988764044943821
geryng,6,0.002696629213483146
paluer,6,0.002696629213483146
penquyte,6,0.002696629213483146
chapell,3,0.001348314606741573
stolle,5,0.0022471910112359553
estwayte,5,0.0022471910112359553
stokle,5,0.0022471910112359553
crane,3,0.001348314606741573
anna,3,0.001348314606741573
troydon,2,0.0008988764044943821
gue,4,0.0017977528089887641
devaunt,2,0.0008988764044943821
whitetastell,3,0.001348314606741573
whitecastell,3,0.001348314606741573
pyttys,2,0.0008988764044943821
alewyn,2,0.0008988764044943821
markes,3,0.001348314606741573
skyperclayson,3,0.001348314606741573
wyke,4,0.0017977528089887641
machon,8,0.0035955056179775282
hancok,8,0.0035955056179775282
lemyng,8,0.0035955056179775282
echard,2,0.0008988764044943821
chandler,2,0.0008988764044943821
luke,6,0.002696629213483146
philibowe,4,0.0017977528089887641
iestrum,2,0.0008988764044943821
felybowe,2,0.0008988764044943821
assheburnham,4,0.0017977528089887641
brendwood,15,0.006741573033707865
boper,15,0.006741573033707865
marion,15,0.006741573033707865
rudde,15,0.006741573033707865
trayley,15,0.006741573033707865
williamson,15,0.006741573033707865
bansier,2,0.0008988764044943821
lalborne,4,0.0017977528089887641
gloner,4,0.0017977528089887641
clenenu,2,0.0008988764044943821
gorway,2,0.0008988764044943821
steve,3,0.001348314606741573
hare,5,0.0022471910112359553
forydare,5,0.0022471910112359553
boltby,2,0.0008988764044943821
bacon,2,0.0008988764044943821
bysshopp,16,0.0071910112359550565
shelton,10,0.0044943820224719105
mortoste,10,0.0044943820224719105
lene,5,0.0022471910112359553
catfield,5,0.0022471910112359553
loy,5,0.0022471910112359553
catfeld,5,0.0022471910112359553
mowhill,7,0.003146067415730337
cutte,7,0.003146067415730337
waltres,9,0.004044943820224719
snere,9,0.004044943820224719
taton,9,0.004044943820224719
rook,9,0.004044943820224719
slegge,9,0.004044943820224719
cowlynge,5,0.0022471910112359553
togbyacre,5,0.0022471910112359553
basse,5,0.0022471910112359553
welles,2,0.0008988764044943821
colebraunt,4,0.0017977528089887641
geffrey,5,0.0022471910112359553
moungomery,5,0.0022471910112359553
eryssedale,16,0.0071910112359550565
gocelin,16,0.0071910112359550565
savage,16,0.0071910112359550565
lung,16,0.0071910112359550565
banford,16,0.0071910112359550565
gryssedale,16,0.0071910112359550565
grane,16,0.0071910112359550565
purchese,16,0.0071910112359550565
felicia,16,0.0071910112359550565
purchas,16,0.0071910112359550565
shipton,5,0.0022471910112359553
clere,5,0.0022471910112359553
moleyns,4,0.0017977528089887641
hilland,4,0.0017977528089887641
hoskyn,4,0.0017977528089887641
seman,4,0.0017977528089887641
mase,14,0.006292134831460674
scurr,7,0.003146067415730337
hobson,7,0.003146067415730337
wytecombe,14,0.006292134831460674
bordi,14,0.006292134831460674
forman,14,0.006292134831460674
stoure,14,0.006292134831460674
bouche,14,0.006292134831460674
penyr,14,0.006292134831460674
honywyf,14,0.006292134831460674
raller,14,0.006292134831460674
bryt,4,0.0017977528089887641
henseley,15,0.006741573033707865
turnebole,15,0.006741573033707865
edith,26,0.011685393258426966
wey,15,0.006741573033707865
cole,15,0.006741573033707865
culbury,15,0.006741573033707865
bryan,10,0.0044943820224719105
sprynge,10,0.0044943820224719105
hayes,10,0.0044943820224719105
string,10,0.0044943820224719105
rakesworthy,10,0.0044943820224719105
creston,4,0.0017977528089887641
prestecote,7,0.003146067415730337
wallace,6,0.002696629213483146
percy,6,0.002696629213483146
holewey,4,0.0017977528089887641
hayne,4,0.0017977528089887641
thommes,8,0.0035955056179775282
lynderyche,8,0.0035955056179775282
verney,7,0.003146067415730337
wescote,7,0.003146067415730337
malyns,7,0.003146067415730337
kynge,2,0.0008988764044943821
ardern,7,0.003146067415730337
middlemore,7,0.003146067415730337
worsley,7,0.003146067415730337
maynard,3,0.001348314606741573
helye,4,0.0017977528089887641
wright,14,0.006292134831460674
sevenoke,11,0.004943820224719102
johnson,11,0.004943820224719102
ely,11,0.004943820224719102
lolndon,11,0.004943820224719102
stretton,9,0.004044943820224719
bleyse,9,0.004044943820224719
swynwarton,9,0.004044943820224719
ferthyng,9,0.004044943820224719
bryd,59,0.02651685393258427
bertram,5,0.0022471910112359553
mynsterley,4,0.0017977528089887641
philipp,4,0.0017977528089887641
salop,4,0.0017977528089887641
trayan,2,0.0008988764044943821
kyllyn,6,0.002696629213483146
kyll,6,0.002696629213483146
meleman,13,0.005842696629213483
aish,2,0.0008988764044943821
say,2,0.0008988764044943821
juliana,3,0.001348314606741573
lahefeld,3,0.001348314606741573
wilamson,41,0.018426966292134833
kensdale,41,0.018426966292134833
monke,41,0.018426966292134833
alowe,41,0.018426966292134833
wykys,41,0.018426966292134833
axstede,41,0.018426966292134833
hakesewell,41,0.018426966292134833
wyntryngham,41,0.018426966292134833
tok,41,0.018426966292134833
paluser,41,0.018426966292134833
grace,41,0.018426966292134833
coupere,41,0.018426966292134833
styre,41,0.018426966292134833
devet,41,0.018426966292134833
swayn,41,0.018426966292134833
brubke,41,0.018426966292134833
